frame,xmin,xmax,ymin,ymax,class_id
F003_G001_O001_0111.jpg,128,454,228,474,1
F003_G001_O001_0121.jpg,95,480,234,462,1
F003_G001_O001_0131.jpg,76,464,184,468,1
F003_G001_O001_0141.jpg,79,441,145,474,1
F003_G001_O001_0151.jpg,90,362,104,480,1
F003_G001_O001_0161.jpg,83,317,107,480,1
F003_G001_O001_0171.jpg,138,425,124,480,1
F003_G001_O001_0181.jpg,115,450,190,471,1
F003_G001_O001_0191.jpg,78,380,178,447,1
F003_G001_O001_0201.jpg,44,390,178,462,1
F003_G001_O001_0211.jpg,76,413,181,459,1
F003_G001_O001_0221.jpg,108,466,193,456,1
F003_G001_O001_0231.jpg,94,461,199,453,1
F003_G001_O001_0241.jpg,51,415,199,459,1
F003_G001_O001_0251.jpg,53,379,187,462,1
F003_G001_O001_0261.jpg,86,388,184,465,1
F003_G001_O001_0271.jpg,63,327,166,465,1
F003_G001_O001_0281.jpg,68,317,172,456,1
F003_G001_O001_0291.jpg,74,359,204,444,1
F004_G001_O001_0001.jpg,2,194,255,480,1
F004_G001_O001_0011.jpg,2,197,261,480,1
F004_G001_O001_0021.jpg,2,209,255,480,1
F004_G001_O001_0031.jpg,2,242,276,468,1
F004_G001_O001_0041.jpg,20,212,267,471,1
F004_G001_O001_0051.jpg,0,181,228,439,1
F004_G001_O001_0061.jpg,0,178,231,447,1
F004_G001_O001_0071.jpg,21,231,255,471,1
F004_G001_O001_0081.jpg,2,236,264,477,1
F004_G001_O001_0091.jpg,5,177,222,480,1
F004_G001_O001_0101.jpg,66,300,279,480,1
F004_G001_O001_0111.jpg,106,343,267,480,1
F004_G001_O001_0121.jpg,13,244,237,480,1
F004_G001_O001_0131.jpg,29,275,246,480,1
F004_G001_O001_0141.jpg,63,306,240,480,1
F004_G001_O001_0151.jpg,41,290,234,480,1
F004_G001_O001_0161.jpg,126,351,234,480,1
F004_G001_O001_0171.jpg,48,282,225,480,1
F004_G001_O001_0181.jpg,132,393,243,480,1
F004_G001_O001_0191.jpg,140,407,258,480,1
F004_G001_O001_0201.jpg,29,272,0,332,1
F004_G001_O001_0211.jpg,3,242,0,320,1
F004_G001_O001_0221.jpg,18,249,0,344,1
F004_G001_O001_0231.jpg,12,240,0,326,1
F004_G001_O001_0241.jpg,36,261,0,323,1
F004_G001_O001_0251.jpg,5,242,0,341,1
F004_G001_O001_0261.jpg,4,238,0,344,1
F004_G001_O001_0271.jpg,3,252,0,329,1
F004_G001_O001_0281.jpg,3,240,0,332,1
F004_G001_O001_0291.jpg,0,234,0,332,1
F005_G001_O001_0001.jpg,9,281,151,480,1
F005_G001_O001_0011.jpg,1,276,151,480,1
F005_G001_O001_0021.jpg,26,304,160,480,1
F005_G001_O001_0031.jpg,7,267,151,480,1
F005_G001_O001_0041.jpg,31,259,127,480,1
F005_G001_O001_0051.jpg,8,307,154,480,1
F005_G001_O001_0061.jpg,6,325,160,480,1
F005_G001_O001_0071.jpg,11,333,163,480,1
F005_G001_O001_0081.jpg,2,316,142,480,1
F005_G001_O001_0091.jpg,28,348,154,480,1
F005_G001_O001_0101.jpg,38,323,175,480,1
F005_G001_O001_0111.jpg,33,324,172,480,1
F005_G001_O001_0121.jpg,43,325,154,480,1
F005_G001_O001_0131.jpg,31,316,148,480,1
F005_G001_O001_0141.jpg,37,334,151,480,1
F005_G001_O001_0151.jpg,36,339,142,480,1
F005_G001_O001_0161.jpg,9,320,154,480,1
F005_G001_O001_0171.jpg,19,322,142,480,1
F005_G001_O001_0181.jpg,48,342,127,480,1
F005_G001_O001_0191.jpg,54,354,136,480,1
F005_G001_O001_0201.jpg,42,332,148,480,1
F005_G001_O001_0211.jpg,8,310,148,480,1
F005_G001_O001_0221.jpg,54,350,127,480,1
F005_G001_O001_0231.jpg,72,365,124,480,1
F005_G001_O001_0241.jpg,89,406,136,462,1
F005_G001_O001_0251.jpg,119,438,130,471,1
F005_G001_O001_0261.jpg,50,340,119,471,1
F005_G001_O001_0271.jpg,50,378,139,444,1
F005_G001_O001_0281.jpg,17,319,98,471,1
F005_G001_O001_0291.jpg,15,321,89,468,1
M001_G001_O001_0001.jpg,8,343,169,480,1
M001_G001_O001_0011.jpg,53,367,166,474,1
M001_G001_O001_0021.jpg,125,457,172,465,1
M001_G001_O001_0031.jpg,37,333,160,453,1
M001_G001_O001_0041.jpg,49,372,163,447,1
M001_G001_O001_0051.jpg,20,325,172,424,1
M001_G001_O001_0061.jpg,85,387,142,432,1
M001_G001_O001_0071.jpg,59,358,148,453,1
M001_G001_O001_0081.jpg,115,417,166,453,1
M001_G001_O001_0091.jpg,29,322,151,456,1
M001_G001_O001_0101.jpg,21,350,175,468,1
M001_G001_O001_0111.jpg,86,379,160,465,1
M001_G001_O001_0121.jpg,20,298,139,453,1
M001_G001_O001_0131.jpg,109,387,166,453,1
M001_G001_O001_0141.jpg,20,307,139,447,1
M001_G001_O001_0151.jpg,18,340,154,462,1
M001_G001_O001_0161.jpg,55,354,148,462,1
M001_G001_O001_0171.jpg,84,380,175,459,1
M001_G001_O001_0181.jpg,115,420,181,462,1
M001_G001_O001_0191.jpg,78,374,157,459,1
M001_G001_O001_0201.jpg,60,338,273,480,1
M001_G001_O001_0211.jpg,85,360,201,480,1
M001_G001_O001_0221.jpg,7,276,166,480,1
M001_G001_O001_0231.jpg,10,274,166,480,1
M001_G001_O001_0241.jpg,26,301,178,480,1
M001_G001_O001_0251.jpg,32,295,172,480,1
M001_G001_O001_0261.jpg,44,307,175,480,1
M001_G001_O001_0271.jpg,13,280,175,480,1
M001_G001_O001_0281.jpg,45,311,184,480,1
M001_G001_O001_0291.jpg,40,306,201,480,1
M002_G001_O001_0001.jpg,79,396,139,444,1
M002_G001_O001_0011.jpg,1,315,133,444,1
M002_G001_O001_0021.jpg,80,385,133,441,1
M002_G001_O001_0031.jpg,46,336,107,433,1
M002_G001_O001_0041.jpg,19,298,119,427,1
M002_G001_O001_0051.jpg,55,369,142,439,1
M002_G001_O001_0061.jpg,25,336,127,436,1
M002_G001_O001_0071.jpg,48,362,136,433,1
M002_G001_O001_0081.jpg,29,334,113,426,1
M002_G001_O001_0091.jpg,66,336,77,421,1
M002_G001_O001_0101.jpg,91,440,116,427,1
M002_G001_O001_0111.jpg,16,359,104,424,1
M002_G001_O001_0121.jpg,8,352,119,421,1
M002_G001_O001_0131.jpg,63,395,77,406,1
M002_G001_O001_0141.jpg,6,311,47,412,1
M002_G001_O001_0151.jpg,3,311,68,397,1
M002_G001_O001_0161.jpg,3,290,47,400,1
M002_G001_O001_0171.jpg,3,302,62,403,1
M002_G001_O001_0181.jpg,6,311,62,394,1
M002_G001_O001_0191.jpg,20,373,86,412,1
M002_G001_O001_0201.jpg,52,319,127,480,1
M002_G001_O001_0211.jpg,20,272,104,474,1
M002_G001_O001_0221.jpg,51,300,124,480,1
M002_G001_O001_0231.jpg,115,426,142,480,1
M002_G001_O001_0241.jpg,17,308,124,441,1
M002_G001_O001_0251.jpg,63,430,145,465,1
M002_G001_O001_0261.jpg,107,424,130,474,1
M002_G001_O001_0271.jpg,19,350,151,465,1
M002_G001_O001_0281.jpg,36,359,127,477,1
M002_G001_O001_0291.jpg,72,353,113,474,1
M003_G001_O001_0001.jpg,35,470,77,480,1
M003_G001_O001_0011.jpg,13,407,24,480,1
M003_G001_O001_0021.jpg,62,388,0,480,1
M003_G001_O001_0031.jpg,23,384,36,480,1
M003_G001_O001_0041.jpg,2,402,41,480,1
M003_G001_O001_0051.jpg,23,479,59,480,1
M003_G001_O001_0071.jpg,12,480,89,480,1
M003_G001_O001_0081.jpg,42,480,59,480,1
M003_G001_O001_0091.jpg,88,476,24,480,1
M003_G001_O001_0101.jpg,19,422,113,447,1
M003_G001_O001_0111.jpg,11,417,86,433,1
M003_G001_O001_0121.jpg,53,429,77,427,1
M003_G001_O001_0131.jpg,55,434,95,441,1
M003_G001_O001_0141.jpg,15,412,113,439,1
M003_G001_O001_0151.jpg,42,404,39,432,1
M003_G001_O001_0161.jpg,56,438,80,415,1
M003_G001_O001_0171.jpg,83,438,27,406,1
M003_G001_O001_0181.jpg,93,389,44,409,1
M003_G001_O001_0191.jpg,16,437,113,433,1
M003_G001_O001_0201.jpg,7,410,62,480,1
M003_G001_O001_0211.jpg,31,440,59,480,1
M003_G001_O001_0221.jpg,20,432,89,480,1
M003_G001_O001_0231.jpg,43,476,98,480,1
M003_G001_O001_0241.jpg,41,456,59,480,1
M003_G001_O001_0251.jpg,8,476,62,480,1
M003_G001_O001_0261.jpg,20,479,36,480,1
M003_G001_O001_0271.jpg,41,450,18,480,1
M003_G001_O001_0281.jpg,13,413,36,456,1
M003_G001_O001_0291.jpg,67,461,56,450,1
M004_G001_O001_0001.jpg,67,259,225,480,1
M004_G001_O001_0011.jpg,7,173,199,480,1
M004_G001_O001_0021.jpg,17,179,187,480,1
M004_G001_O001_0031.jpg,50,219,187,480,1
M004_G001_O001_0041.jpg,57,220,172,480,1
M004_G001_O001_0051.jpg,9,175,172,480,1
M004_G001_O001_0061.jpg,7,175,166,480,1
M004_G001_O001_0071.jpg,24,196,160,480,1
M004_G001_O001_0081.jpg,38,221,151,471,1
M004_G001_O001_0091.jpg,23,191,151,471,1
M004_G001_O001_0101.jpg,72,274,207,480,1
M004_G001_O001_0111.jpg,35,243,204,480,1
M004_G001_O001_0121.jpg,60,250,201,480,1
M004_G001_O001_0131.jpg,36,234,184,459,1
M004_G001_O001_0141.jpg,64,294,190,447,1
M004_G001_O001_0151.jpg,160,406,193,444,1
M004_G001_O001_0161.jpg,22,253,187,444,1
M004_G001_O001_0171.jpg,62,279,175,439,1
M004_G001_O001_0181.jpg,71,249,172,436,1
M004_G001_O001_0191.jpg,21,196,175,441,1
M004_G001_O001_0201.jpg,84,345,181,415,1
M004_G001_O001_0211.jpg,112,370,178,423,1
M004_G001_O001_0221.jpg,139,402,184,415,1
M004_G001_O001_0231.jpg,160,417,172,418,1
M004_G001_O001_0241.jpg,124,379,163,418,1
M004_G001_O001_0251.jpg,18,273,160,418,1
M004_G001_O001_0261.jpg,91,375,169,418,1
M004_G001_O001_0271.jpg,135,384,160,418,1
M004_G001_O001_0281.jpg,78,317,148,412,1
M004_G001_O001_0291.jpg,30,276,154,409,1
M005_G001_O001_0001.jpg,12,465,86,433,1
M005_G001_O001_0011.jpg,2,452,86,430,1
M005_G001_O001_0021.jpg,12,456,77,427,1
M005_G001_O001_0031.jpg,9,471,101,436,1
M005_G001_O001_0041.jpg,29,476,83,436,1
M005_G001_O001_0051.jpg,22,461,65,450,1
M005_G001_O001_0061.jpg,32,476,77,450,1
M005_G001_O001_0071.jpg,20,479,110,456,1
M005_G001_O001_0081.jpg,20,473,86,465,1
M005_G001_O001_0091.jpg,67,470,71,471,1
M005_G001_O001_0101.jpg,2,420,83,436,1
M005_G001_O001_0111.jpg,2,428,98,424,1
M005_G001_O001_0121.jpg,22,413,41,450,1
M005_G001_O001_0131.jpg,21,408,50,444,1
M005_G001_O001_0141.jpg,3,402,68,447,1
M005_G001_O001_0151.jpg,14,408,65,441,1
M005_G001_O001_0161.jpg,29,428,62,436,1
M005_G001_O001_0171.jpg,16,416,59,424,1
M005_G001_O001_0181.jpg,12,406,50,409,1
M005_G001_O001_0191.jpg,6,409,50,409,1
M005_G001_O001_0201.jpg,28,457,136,456,1
M005_G001_O001_0211.jpg,9,435,136,456,1
M005_G001_O001_0221.jpg,53,479,124,450,1
M005_G001_O001_0231.jpg,44,473,113,441,1
M005_G001_O001_0241.jpg,33,462,107,435,1
M005_G001_O001_0251.jpg,42,451,107,444,1
M005_G001_O001_0261.jpg,22,455,110,436,1
M005_G001_O001_0271.jpg,40,470,119,444,1
M005_G001_O001_0281.jpg,18,451,113,436,1
M005_G001_O001_0291.jpg,14,438,98,432,1
F001_G014_O001_0001.jpg,16,475,21,480,1
F001_G014_O001_0011.jpg,15,465,21,480,1
F001_G014_O001_0021.jpg,36,415,24,480,1
F001_G014_O001_0031.jpg,117,478,30,480,1
F001_G014_O001_0041.jpg,66,442,30,480,1
F001_G014_O001_0051.jpg,37,449,24,480,1
F001_G014_O001_0061.jpg,17,473,27,480,1
F001_G014_O001_0071.jpg,93,472,24,480,1
F001_G014_O001_0081.jpg,134,474,39,462,1
F001_G014_O001_0091.jpg,70,440,30,474,1
F001_G014_O001_0101.jpg,42,445,30,480,1
F001_G014_O001_0111.jpg,6,414,30,480,1
F001_G014_O001_0121.jpg,31,443,18,480,1
F001_G014_O001_0131.jpg,11,408,15,474,1
F001_G014_O001_0141.jpg,24,388,30,453,1
F001_G014_O001_0151.jpg,59,456,24,480,1
F001_G014_O001_0161.jpg,72,451,24,468,1
F001_G014_O001_0171.jpg,28,407,27,468,1
F001_G014_O001_0181.jpg,3,415,21,480,1
F001_G014_O001_0191.jpg,74,450,33,471,1
F001_G014_O001_0201.jpg,49,437,36,480,1
F001_G014_O001_0211.jpg,41,456,41,480,1
F001_G014_O001_0221.jpg,50,417,33,480,1
F001_G014_O001_0231.jpg,1,395,36,480,1
F001_G014_O001_0241.jpg,3,394,33,480,1
F001_G014_O001_0251.jpg,53,450,27,480,1
F001_G014_O001_0261.jpg,33,401,36,480,1
F001_G014_O001_0271.jpg,11,413,30,480,1
F001_G014_O001_0281.jpg,27,403,30,480,1
F001_G014_O001_0291.jpg,53,441,30,480,1
F002_G014_O001_0001.jpg,76,414,127,480,1
F002_G014_O001_0011.jpg,66,398,136,480,1
F002_G014_O001_0021.jpg,104,445,136,480,1
F002_G014_O001_0031.jpg,115,459,136,480,1
F002_G014_O001_0041.jpg,107,448,133,474,1
F002_G014_O001_0051.jpg,12,347,124,471,1
F002_G014_O001_0061.jpg,107,427,121,474,1
F002_G014_O001_0071.jpg,107,400,130,456,1
F002_G014_O001_0081.jpg,32,307,127,436,1
F002_G014_O001_0091.jpg,82,339,127,415,1
F002_G014_O001_0101.jpg,54,341,92,444,1
F002_G014_O001_0111.jpg,144,431,101,444,1
F002_G014_O001_0121.jpg,86,388,110,465,1
F002_G014_O001_0131.jpg,91,402,119,480,1
F002_G014_O001_0141.jpg,21,341,136,480,1
F002_G014_O001_0151.jpg,47,370,133,480,1
F002_G014_O001_0161.jpg,3,322,113,474,1
F002_G014_O001_0171.jpg,106,396,110,444,1
F002_G014_O001_0181.jpg,61,387,121,480,1
F002_G014_O001_0191.jpg,108,416,136,477,1
F002_G014_O001_0201.jpg,115,387,124,430,1
F002_G014_O001_0211.jpg,132,419,127,447,1
F002_G014_O001_0221.jpg,112,405,139,468,1
F002_G014_O001_0231.jpg,68,382,139,480,1
F002_G014_O001_0241.jpg,93,410,142,480,1
F002_G014_O001_0251.jpg,51,323,163,465,1
F002_G014_O001_0261.jpg,88,345,157,450,1
F002_G014_O001_0271.jpg,162,440,175,468,1
F002_G014_O001_0281.jpg,163,423,172,459,1
F002_G014_O001_0291.jpg,121,396,172,459,1
F003_G014_O001_0001.jpg,134,445,113,480,1
F003_G014_O001_0011.jpg,147,455,119,480,1
F003_G014_O001_0021.jpg,113,406,124,480,1
F003_G014_O001_0031.jpg,136,432,119,480,1
F003_G014_O001_0041.jpg,15,347,110,480,1
F003_G014_O001_0051.jpg,85,435,104,480,1
F003_G014_O001_0061.jpg,141,467,98,480,1
F003_G014_O001_0071.jpg,81,416,89,480,1
F003_G014_O001_0081.jpg,42,388,71,480,1
F003_G014_O001_0091.jpg,49,431,71,480,1
F003_G014_O001_0101.jpg,0,270,15,480,1
F003_G014_O001_0111.jpg,14,393,0,480,1
F003_G014_O001_0121.jpg,30,418,0,480,1
F003_G014_O001_0131.jpg,12,368,18,480,1
F003_G014_O001_0141.jpg,31,387,27,480,1
F003_G014_O001_0151.jpg,12,365,15,480,1
F003_G014_O001_0161.jpg,35,364,18,474,1
F003_G014_O001_0171.jpg,12,293,36,480,1
F003_G014_O001_0181.jpg,12,302,59,468,1
F003_G014_O001_0191.jpg,89,394,71,444,1
F003_G014_O001_0201.jpg,42,459,50,480,1
F003_G014_O001_0211.jpg,68,456,56,480,1
F003_G014_O001_0221.jpg,102,451,68,480,1
F003_G014_O001_0231.jpg,85,411,83,480,1
F003_G014_O001_0241.jpg,36,338,101,480,1
F003_G014_O001_0251.jpg,135,443,116,480,1
F003_G014_O001_0261.jpg,84,415,92,480,1
F003_G014_O001_0271.jpg,8,387,86,480,1
F003_G014_O001_0281.jpg,60,445,86,480,1
F003_G014_O001_0291.jpg,46,429,95,480,1
F004_G014_O001_0001.jpg,27,309,80,364,1
F004_G014_O001_0011.jpg,63,347,107,361,1
F004_G014_O001_0021.jpg,15,290,77,376,1
F004_G014_O001_0031.jpg,55,337,83,385,1
F004_G014_O001_0041.jpg,51,324,92,379,1
F004_G014_O001_0051.jpg,49,334,89,385,1
F004_G014_O001_0061.jpg,62,335,86,379,1
F004_G014_O001_0071.jpg,39,327,95,376,1
F004_G014_O001_0081.jpg,65,340,71,373,1
F004_G014_O001_0091.jpg,15,291,92,367,1
F004_G014_O001_0101.jpg,4,297,110,406,1
F004_G014_O001_0111.jpg,9,311,145,400,1
F004_G014_O001_0121.jpg,21,314,92,403,1
F004_G014_O001_0131.jpg,9,279,68,403,1
F004_G014_O001_0141.jpg,8,301,107,400,1
F004_G014_O001_0151.jpg,21,308,101,403,1
F004_G014_O001_0161.jpg,1,294,80,406,1
F004_G014_O001_0171.jpg,1,288,80,397,1
F004_G014_O001_0181.jpg,16,315,121,403,1
F004_G014_O001_0191.jpg,39,321,77,397,1
F004_G014_O001_0201.jpg,12,302,154,471,1
F004_G014_O001_0211.jpg,5,295,157,462,1
F004_G014_O001_0221.jpg,5,286,151,453,1
F004_G014_O001_0231.jpg,31,297,130,456,1
F004_G014_O001_0241.jpg,32,310,136,444,1
F004_G014_O001_0251.jpg,22,309,151,439,1
F004_G014_O001_0261.jpg,43,295,119,439,1
F004_G014_O001_0271.jpg,20,290,121,433,1
F004_G014_O001_0281.jpg,9,290,145,438,1
F004_G014_O001_0291.jpg,53,326,151,435,1
F005_G014_O001_0001.jpg,68,459,47,480,1
F005_G014_O001_0011.jpg,56,459,53,480,1
F005_G014_O001_0021.jpg,7,406,53,480,1
F005_G014_O001_0031.jpg,41,432,41,480,1
F005_G014_O001_0041.jpg,13,383,30,480,1
F005_G014_O001_0051.jpg,30,397,30,480,1
F005_G014_O001_0061.jpg,4,377,44,480,1
F005_G014_O001_0071.jpg,87,449,68,480,1
F005_G014_O001_0081.jpg,26,376,77,480,1
F005_G014_O001_0091.jpg,48,382,71,480,1
F005_G014_O001_0101.jpg,22,384,47,423,1
F005_G014_O001_0111.jpg,35,397,39,427,1
F005_G014_O001_0121.jpg,28,405,83,427,1
F005_G014_O001_0131.jpg,33,418,116,424,1
F005_G014_O001_0141.jpg,27,404,83,427,1
F005_G014_O001_0151.jpg,4,374,59,430,1
F005_G014_O001_0161.jpg,21,380,83,430,1
F005_G014_O001_0171.jpg,36,373,83,426,1
F005_G014_O001_0181.jpg,67,413,95,406,1
F005_G014_O001_0191.jpg,70,416,119,409,1
F005_G014_O001_0201.jpg,77,430,92,480,1
F005_G014_O001_0211.jpg,115,456,71,480,1
F005_G014_O001_0221.jpg,96,455,116,480,1
F005_G014_O001_0231.jpg,82,432,104,480,1
F005_G014_O001_0241.jpg,30,365,86,480,1
F005_G014_O001_0251.jpg,42,383,89,480,1
F005_G014_O001_0261.jpg,108,461,95,480,1
F005_G014_O001_0271.jpg,16,369,80,480,1
F005_G014_O001_0281.jpg,113,463,80,480,1
F005_G014_O001_0291.jpg,87,440,80,480,1
M001_G014_O001_0001.jpg,78,371,107,480,1
M001_G014_O001_0011.jpg,95,388,113,480,1
M001_G014_O001_0021.jpg,7,277,121,480,1
M001_G014_O001_0031.jpg,128,383,121,480,1
M001_G014_O001_0041.jpg,75,341,127,480,1
M001_G014_O001_0051.jpg,46,318,121,480,1
M001_G014_O001_0061.jpg,56,322,124,480,1
M001_G014_O001_0071.jpg,25,283,124,480,1
M001_G014_O001_0081.jpg,99,354,127,480,1
M001_G014_O001_0091.jpg,142,399,127,480,1
M001_G014_O001_0101.jpg,105,425,113,480,1
M001_G014_O001_0111.jpg,74,388,145,480,1
M001_G014_O001_0121.jpg,116,403,119,480,1
M001_G014_O001_0131.jpg,54,338,113,480,1
M001_G014_O001_0141.jpg,110,394,110,480,1
M001_G014_O001_0151.jpg,137,433,116,480,1
M001_G014_O001_0161.jpg,89,438,116,480,1
M001_G014_O001_0171.jpg,91,440,119,480,1
M001_G014_O001_0181.jpg,8,354,119,480,1
M001_G014_O001_0191.jpg,49,380,124,480,1
M001_G014_O001_0201.jpg,98,383,110,480,1
M001_G014_O001_0211.jpg,53,343,86,474,1
M001_G014_O001_0221.jpg,132,420,92,477,1
M001_G014_O001_0231.jpg,56,381,110,480,1
M001_G014_O001_0241.jpg,64,383,107,480,1
M001_G014_O001_0251.jpg,103,425,107,480,1
M001_G014_O001_0261.jpg,89,411,110,480,1
M001_G014_O001_0271.jpg,30,350,98,480,1
M001_G014_O001_0281.jpg,116,432,95,480,1
M001_G014_O001_0291.jpg,120,437,104,480,1
M002_G014_O001_0001.jpg,17,461,24,480,1
M002_G014_O001_0011.jpg,28,479,27,480,1
M002_G014_O001_0021.jpg,4,452,41,480,1
M002_G014_O001_0031.jpg,2,479,50,480,1
M002_G014_O001_0041.jpg,0,447,18,480,1
M002_G014_O001_0051.jpg,7,466,36,480,1
M002_G014_O001_0061.jpg,12,456,27,480,1
M002_G014_O001_0071.jpg,33,475,39,480,1
M002_G014_O001_0081.jpg,22,469,39,480,1
M002_G014_O001_0091.jpg,4,446,33,480,1
M002_G014_O001_0101.jpg,6,403,56,471,1
M002_G014_O001_0111.jpg,38,423,80,480,1
M002_G014_O001_0121.jpg,5,393,86,480,1
M002_G014_O001_0131.jpg,32,420,68,468,1
M002_G014_O001_0141.jpg,11,399,39,462,1
M002_G014_O001_0151.jpg,9,403,30,465,1
M002_G014_O001_0161.jpg,77,474,41,477,1
M002_G014_O001_0171.jpg,3,400,47,477,1
M002_G014_O001_0181.jpg,61,461,53,462,1
M002_G014_O001_0191.jpg,43,428,62,468,1
M002_G014_O001_0201.jpg,35,461,92,480,1
M002_G014_O001_0211.jpg,2,431,71,480,1
M002_G014_O001_0221.jpg,24,456,86,480,1
M002_G014_O001_0231.jpg,17,453,71,480,1
M002_G014_O001_0241.jpg,9,441,83,480,1
M002_G014_O001_0251.jpg,17,473,86,480,1
M002_G014_O001_0261.jpg,14,479,95,480,1
M002_G014_O001_0271.jpg,12,468,98,480,1
M002_G014_O001_0281.jpg,36,466,95,480,1
M002_G014_O001_0291.jpg,5,443,92,480,1
M003_G014_O001_0001.jpg,92,376,62,412,1
M003_G014_O001_0011.jpg,164,460,80,406,1
M003_G014_O001_0021.jpg,152,431,41,400,1
M003_G014_O001_0031.jpg,158,442,44,385,1
M003_G014_O001_0041.jpg,139,441,71,403,1
M003_G014_O001_0051.jpg,117,375,68,409,1
M003_G014_O001_0061.jpg,188,473,83,424,1
M003_G014_O001_0071.jpg,192,471,77,439,1
M003_G014_O001_0081.jpg,86,362,92,459,1
M003_G014_O001_0091.jpg,108,411,71,438,1
M003_G014_O001_0101.jpg,5,426,27,450,1
M003_G014_O001_0111.jpg,21,439,33,453,1
M003_G014_O001_0121.jpg,20,417,24,441,1
M003_G014_O001_0131.jpg,26,399,36,439,1
M003_G014_O001_0141.jpg,98,447,41,439,1
M003_G014_O001_0151.jpg,115,443,41,438,1
M003_G014_O001_0161.jpg,80,426,36,441,1
M003_G014_O001_0171.jpg,16,380,33,447,1
M003_G014_O001_0181.jpg,96,463,36,450,1
M003_G014_O001_0191.jpg,70,425,39,456,1
M003_G014_O001_0201.jpg,37,401,12,441,1
M003_G014_O001_0211.jpg,59,414,0,436,1
M003_G014_O001_0221.jpg,61,416,0,430,1
M003_G014_O001_0231.jpg,117,478,30,438,1
M003_G014_O001_0241.jpg,123,463,21,444,1
M003_G014_O001_0251.jpg,38,384,24,453,1
M003_G014_O001_0261.jpg,107,448,30,465,1
