frame,xmin,xmax,ymin,ymax,class_id
CARDS_COURTYARD_B_Tframe_1340.jpg,140,223,180,246,1
CARDS_COURTYARD_B_Tframe_1340.jpg,87,138,165,232,1
CARDS_COURTYARD_B_Tframe_1344.jpg,56,140,215,298,1
CARDS_COURTYARD_B_Tframe_1344.jpg,122,154,264,299,1
CARDS_COURTYARD_B_Tframe_1344.jpg,106,189,171,236,1
CARDS_COURTYARD_B_Tframe_1344.jpg,47,103,154,220,1
CARDS_COURTYARD_B_Tframe_1362.jpg,14,126,232,298,1
CARDS_COURTYARD_B_Tframe_1362.jpg,98,154,267,299,1
CARDS_COURTYARD_B_Tframe_1362.jpg,134,213,173,237,1
CARDS_COURTYARD_B_Tframe_1362.jpg,71,124,157,229,1
CARDS_COURTYARD_B_Tframe_1370.jpg,14,131,209,297,1
CARDS_COURTYARD_B_Tframe_1370.jpg,206,268,264,299,1
CARDS_COURTYARD_B_Tframe_1370.jpg,193,271,171,234,1
CARDS_COURTYARD_B_Tframe_1370.jpg,130,190,154,224,1
CARDS_COURTYARD_B_Tframe_1379.jpg,2,94,221,288,1
CARDS_COURTYARD_B_Tframe_1379.jpg,187,249,265,299,1
CARDS_COURTYARD_B_Tframe_1379.jpg,162,242,168,231,1
CARDS_COURTYARD_B_Tframe_1379.jpg,101,158,158,224,1
CARDS_COURTYARD_B_Tframe_1433.jpg,186,258,157,221,1
CARDS_COURTYARD_B_Tframe_1433.jpg,99,156,144,206,1
CARDS_COURTYARD_B_Tframe_1444.jpg,125,226,203,297,1
CARDS_COURTYARD_B_Tframe_1444.jpg,135,218,162,215,1
CARDS_COURTYARD_B_Tframe_1444.jpg,44,103,146,207,1
CARDS_COURTYARD_B_Tframe_1470.jpg,166,272,211,298,1
CARDS_COURTYARD_B_Tframe_1470.jpg,183,251,146,213,1
CARDS_COURTYARD_B_Tframe_1470.jpg,80,138,135,202,1
CARDS_COURTYARD_B_Tframe_1613.jpg,133,220,118,168,1
CARDS_COURTYARD_B_Tframe_1613.jpg,93,143,115,160,1
CARDS_COURTYARD_B_Tframe_1697.jpg,87,169,136,188,1
CARDS_COURTYARD_B_Tframe_1697.jpg,23,87,124,179,1
CARDS_COURTYARD_B_Tframe_1758.jpg,67,174,253,299,1
CARDS_COURTYARD_B_Tframe_1758.jpg,149,226,142,186,1
CARDS_COURTYARD_B_Tframe_1758.jpg,78,142,131,181,1
CARDS_COURTYARD_B_Tframe_1761.jpg,107,215,234,297,1
CARDS_COURTYARD_B_Tframe_1761.jpg,172,250,145,191,1
CARDS_COURTYARD_B_Tframe_1761.jpg,99,166,132,183,1
CARDS_COURTYARD_B_Tframe_1804.jpg,142,239,211,298,1
CARDS_COURTYARD_B_Tframe_1804.jpg,161,240,154,201,1
CARDS_COURTYARD_B_Tframe_1804.jpg,89,155,134,181,1
CARDS_COURTYARD_B_Tframe_1812.jpg,43,151,249,298,1
CARDS_COURTYARD_B_Tframe_1812.jpg,94,177,149,197,1
CARDS_COURTYARD_B_Tframe_1812.jpg,30,95,132,182,1
CARDS_COURTYARD_B_Tframe_1849.jpg,1,48,276,299,1
CARDS_COURTYARD_B_Tframe_1849.jpg,151,260,221,296,1
CARDS_COURTYARD_B_Tframe_1849.jpg,218,300,142,190,1
CARDS_COURTYARD_B_Tframe_1849.jpg,136,200,122,176,1
CARDS_COURTYARD_B_Tframe_1887.jpg,118,214,259,299,1
CARDS_COURTYARD_B_Tframe_1887.jpg,182,257,153,203,1
CARDS_COURTYARD_B_Tframe_1887.jpg,69,118,147,218,1
CARDS_COURTYARD_B_Tframe_1928.jpg,206,279,151,195,1
CARDS_COURTYARD_B_Tframe_1928.jpg,140,199,151,232,1
CARDS_COURTYARD_B_Tframe_1930.jpg,91,105,293,299,1
CARDS_COURTYARD_B_Tframe_1930.jpg,86,162,151,201,1
CARDS_COURTYARD_B_Tframe_1930.jpg,14,85,141,212,1
CARDS_COURTYARD_B_Tframe_1945.jpg,132,151,288,298,1
CARDS_COURTYARD_B_Tframe_1945.jpg,93,166,153,197,1
CARDS_COURTYARD_B_Tframe_1945.jpg,30,88,118,169,1
CARDS_COURTYARD_B_Tframe_1999.jpg,217,281,151,193,1
CARDS_COURTYARD_B_Tframe_1999.jpg,145,209,119,174,1
CARDS_COURTYARD_B_Tframe_2008.jpg,119,190,150,195,1
CARDS_COURTYARD_B_Tframe_2008.jpg,52,118,124,178,1
CARDS_COURTYARD_B_Tframe_2052.jpg,212,279,170,219,1
CARDS_COURTYARD_B_Tframe_2052.jpg,144,211,154,206,1
CARDS_COURTYARD_B_Tframe_2093.jpg,226,249,286,299,1
CARDS_COURTYARD_B_Tframe_2093.jpg,210,285,160,208,1
CARDS_COURTYARD_B_Tframe_2093.jpg,139,203,135,190,1
CARDS_COURTYARD_B_Tframe_2208.jpg,184,258,157,206,1
CARDS_COURTYARD_B_Tframe_2208.jpg,85,146,162,250,1
CARDS_COURTYARD_B_Tframe_2235.jpg,222,299,149,194,1
CARDS_COURTYARD_B_Tframe_2235.jpg,116,180,154,258,1
CARDS_COURTYARD_B_Tframe_2265.jpg,168,242,153,199,1
CARDS_COURTYARD_B_Tframe_2265.jpg,78,131,108,154,1
CARDS_COURTYARD_B_Tframe_2333.jpg,160,240,256,298,1
CARDS_COURTYARD_B_Tframe_2333.jpg,107,183,147,197,1
CARDS_COURTYARD_B_Tframe_2333.jpg,36,106,127,180,1
CARDS_COURTYARD_B_Tframe_2334.jpg,133,208,259,299,1
CARDS_COURTYARD_B_Tframe_2334.jpg,82,155,141,193,1
CARDS_COURTYARD_B_Tframe_2334.jpg,12,80,124,178,1
CARDS_COURTYARD_B_Tframe_2362.jpg,180,254,143,190,1
CARDS_COURTYARD_B_Tframe_2362.jpg,66,124,139,232,1
CARDS_COURTYARD_B_Tframe_2363.jpg,219,294,143,190,1
CARDS_COURTYARD_B_Tframe_2363.jpg,109,164,137,230,1
CARDS_COURTYARD_B_Tframe_2366.jpg,179,255,144,188,1
CARDS_COURTYARD_B_Tframe_2366.jpg,95,164,115,191,1
CARDS_COURTYARD_B_Tframe_2369.jpg,82,141,138,186,1
CARDS_COURTYARD_B_Tframe_2369.jpg,6,90,112,171,1
CARDS_COURTYARD_B_Tframe_2427.jpg,130,208,133,182,1
CARDS_COURTYARD_B_Tframe_2427.jpg,74,141,106,157,1
CARDS_COURTYARD_B_Tframe_2429.jpg,76,99,289,299,1
CARDS_COURTYARD_B_Tframe_2429.jpg,184,261,135,182,1
CARDS_COURTYARD_B_Tframe_2429.jpg,131,197,111,156,1
CARDS_COURTYARD_B_Tframe_2443.jpg,30,58,282,299,1
CARDS_COURTYARD_B_Tframe_2443.jpg,111,202,239,299,1
CARDS_COURTYARD_B_Tframe_2443.jpg,163,245,152,201,1
CARDS_COURTYARD_B_Tframe_2443.jpg,103,177,122,169,1
CARDS_COURTYARD_B_Tframe_2491.jpg,163,253,237,299,1
CARDS_COURTYARD_B_Tframe_2491.jpg,124,200,141,190,1
CARDS_COURTYARD_B_Tframe_2491.jpg,57,129,112,162,1
CARDS_COURTYARD_B_Tframe_2527.jpg,59,128,137,192,1
CARDS_COURTYARD_B_Tframe_2527.jpg,8,80,167,260,1
CARDS_COURTYARD_B_Tframe_2619.jpg,237,297,139,192,1
CARDS_COURTYARD_B_Tframe_2619.jpg,155,220,98,149,1
CARDS_COURTYARD_B_Tframe_2666.jpg,219,287,141,190,1
CARDS_COURTYARD_B_Tframe_2666.jpg,135,201,95,145,1
CARDS_COURTYARD_B_Tframe_2693.jpg,174,248,143,188,1
CARDS_COURTYARD_B_Tframe_2693.jpg,110,194,114,162,1
CARDS_COURTYARD_H_Sframe_0060.jpg,75,234,214,299,1
CARDS_COURTYARD_H_Sframe_0060.jpg,64,119,115,156,1
CARDS_COURTYARD_H_Sframe_0060.jpg,15,60,121,162,1
CARDS_COURTYARD_H_Sframe_0073.jpg,86,225,227,299,1
CARDS_COURTYARD_H_Sframe_0073.jpg,80,133,118,159,1
CARDS_COURTYARD_H_Sframe_0073.jpg,28,76,124,166,1
CARDS_COURTYARD_H_Sframe_0129.jpg,119,257,176,299,1
CARDS_COURTYARD_H_Sframe_0129.jpg,93,148,111,153,1
CARDS_COURTYARD_H_Sframe_0129.jpg,37,89,109,151,1
CARDS_COURTYARD_H_Sframe_0134.jpg,134,265,199,299,1
CARDS_COURTYARD_H_Sframe_0134.jpg,122,175,104,148,1
CARDS_COURTYARD_H_Sframe_0134.jpg,61,117,104,146,1
CARDS_COURTYARD_H_Sframe_0145.jpg,1,54,263,298,1
CARDS_COURTYARD_H_Sframe_0145.jpg,148,269,201,299,1
CARDS_COURTYARD_H_Sframe_0145.jpg,128,181,109,149,1
CARDS_COURTYARD_H_Sframe_0145.jpg,73,121,111,149,1
CARDS_COURTYARD_H_Sframe_0174.jpg,134,216,266,299,1
CARDS_COURTYARD_H_Sframe_0174.jpg,96,149,111,153,1
CARDS_COURTYARD_H_Sframe_0174.jpg,35,94,117,157,1
CARDS_COURTYARD_H_Sframe_0183.jpg,29,92,263,299,1
CARDS_COURTYARD_H_Sframe_0183.jpg,168,253,258,299,1
CARDS_COURTYARD_H_Sframe_0183.jpg,137,186,110,150,1
CARDS_COURTYARD_H_Sframe_0183.jpg,72,126,113,153,1
CARDS_COURTYARD_H_Sframe_0199.jpg,45,151,247,299,1
CARDS_COURTYARD_H_Sframe_0199.jpg,168,285,236,299,1
CARDS_COURTYARD_H_Sframe_0199.jpg,161,218,91,131,1
CARDS_COURTYARD_H_Sframe_0199.jpg,94,150,103,143,1
CARDS_COURTYARD_H_Sframe_0211.jpg,7,121,240,299,1
CARDS_COURTYARD_H_Sframe_0211.jpg,130,260,222,299,1
CARDS_COURTYARD_H_Sframe_0211.jpg,130,189,111,182,1
CARDS_COURTYARD_H_Sframe_0211.jpg,56,109,94,132,1
CARDS_COURTYARD_H_Sframe_0245.jpg,67,102,275,299,1
CARDS_COURTYARD_H_Sframe_0245.jpg,198,296,209,299,1
CARDS_COURTYARD_H_Sframe_0245.jpg,160,213,127,170,1
CARDS_COURTYARD_H_Sframe_0245.jpg,98,146,129,175,1
CARDS_COURTYARD_H_Sframe_0247.jpg,3,40,269,299,1
CARDS_COURTYARD_H_Sframe_0247.jpg,130,224,212,299,1
CARDS_COURTYARD_H_Sframe_0247.jpg,100,153,127,166,1
CARDS_COURTYARD_H_Sframe_0247.jpg,38,89,128,172,1
CARDS_COURTYARD_H_Sframe_0266.jpg,43,81,278,299,1
CARDS_COURTYARD_H_Sframe_0266.jpg,158,288,215,299,1
CARDS_COURTYARD_H_Sframe_0266.jpg,141,193,121,162,1
CARDS_COURTYARD_H_Sframe_0266.jpg,86,141,122,163,1
CARDS_COURTYARD_H_Sframe_0380.jpg,15,61,271,299,1
CARDS_COURTYARD_H_Sframe_0380.jpg,191,286,209,287,1
CARDS_COURTYARD_H_Sframe_0380.jpg,129,189,105,148,1
CARDS_COURTYARD_H_Sframe_0380.jpg,77,123,102,148,1
CARDS_COURTYARD_H_Sframe_0549.jpg,52,97,279,299,1
CARDS_COURTYARD_H_Sframe_0549.jpg,139,298,187,299,1
CARDS_COURTYARD_H_Sframe_0549.jpg,143,197,107,146,1
CARDS_COURTYARD_H_Sframe_0549.jpg,79,135,116,157,1
CARDS_COURTYARD_H_Sframe_0552.jpg,16,63,280,299,1
CARDS_COURTYARD_H_Sframe_0552.jpg,96,256,177,299,1
CARDS_COURTYARD_H_Sframe_0552.jpg,103,156,106,146,1
CARDS_COURTYARD_H_Sframe_0552.jpg,38,93,117,159,1
CARDS_COURTYARD_H_Sframe_0553.jpg,89,243,189,299,1
CARDS_COURTYARD_H_Sframe_0553.jpg,91,143,107,142,1
CARDS_COURTYARD_H_Sframe_0553.jpg,22,80,116,158,1
CARDS_COURTYARD_H_Sframe_0659.jpg,93,293,201,299,1
CARDS_COURTYARD_H_Sframe_0659.jpg,61,141,48,105,1
CARDS_COURTYARD_H_Sframe_0659.jpg,15,70,63,109,1
CARDS_COURTYARD_H_Sframe_0672.jpg,1,105,248,299,1
CARDS_COURTYARD_H_Sframe_0672.jpg,132,297,219,299,1
CARDS_COURTYARD_H_Sframe_0672.jpg,103,169,77,122,1
CARDS_COURTYARD_H_Sframe_0672.jpg,52,102,84,129,1
CARDS_COURTYARD_H_Sframe_0682.jpg,11,115,249,299,1
CARDS_COURTYARD_H_Sframe_0682.jpg,126,277,198,299,1
CARDS_COURTYARD_H_Sframe_0682.jpg,117,177,84,128,1
CARDS_COURTYARD_H_Sframe_0682.jpg,57,106,87,135,1
CARDS_COURTYARD_H_Sframe_0702.jpg,147,270,238,299,1
CARDS_COURTYARD_H_Sframe_0702.jpg,147,202,110,148,1
CARDS_COURTYARD_H_Sframe_0702.jpg,89,138,107,153,1
CARDS_COURTYARD_H_Sframe_0763.jpg,54,201,227,299,1
CARDS_COURTYARD_H_Sframe_0763.jpg,164,292,189,299,1
CARDS_COURTYARD_H_Sframe_0763.jpg,176,237,84,124,1
CARDS_COURTYARD_H_Sframe_0763.jpg,124,179,92,134,1
CARDS_COURTYARD_H_Sframe_0779.jpg,49,147,245,299,1
CARDS_COURTYARD_H_Sframe_0779.jpg,169,291,215,299,1
CARDS_COURTYARD_H_Sframe_0779.jpg,168,227,102,145,1
CARDS_COURTYARD_H_Sframe_0779.jpg,113,172,115,150,1
CARDS_COURTYARD_H_Sframe_0849.jpg,100,203,223,298,1
CARDS_COURTYARD_H_Sframe_0849.jpg,66,116,153,200,1
CARDS_COURTYARD_H_Sframe_0849.jpg,11,63,145,187,1
CARDS_COURTYARD_H_Sframe_0853.jpg,177,248,253,299,1
CARDS_COURTYARD_H_Sframe_0853.jpg,199,248,103,166,1
CARDS_COURTYARD_H_Sframe_0853.jpg,107,160,150,195,1
CARDS_COURTYARD_H_Sframe_0958.jpg,50,173,208,299,1
CARDS_COURTYARD_H_Sframe_0958.jpg,219,292,191,274,1
CARDS_COURTYARD_H_Sframe_0958.jpg,211,271,103,146,1
CARDS_COURTYARD_H_Sframe_0958.jpg,157,208,101,146,1
CARDS_COURTYARD_H_Sframe_0994.jpg,18,134,208,299,1
CARDS_COURTYARD_H_Sframe_0994.jpg,166,285,220,299,1
CARDS_COURTYARD_H_Sframe_0994.jpg,159,216,79,124,1
CARDS_COURTYARD_H_Sframe_0994.jpg,103,157,81,122,1
CARDS_COURTYARD_H_Sframe_1000.jpg,13,120,214,299,1
CARDS_COURTYARD_H_Sframe_1000.jpg,173,287,220,299,1
CARDS_COURTYARD_H_Sframe_1000.jpg,159,214,82,122,1
CARDS_COURTYARD_H_Sframe_1000.jpg,99,155,80,122,1
CARDS_COURTYARD_H_Sframe_1002.jpg,3,107,210,299,1
CARDS_COURTYARD_H_Sframe_1002.jpg,161,278,220,299,1
CARDS_COURTYARD_H_Sframe_1002.jpg,155,206,82,120,1
CARDS_COURTYARD_H_Sframe_1002.jpg,89,143,79,120,1
CARDS_COURTYARD_H_Sframe_1024.jpg,203,244,281,299,1
CARDS_COURTYARD_H_Sframe_1024.jpg,153,207,100,148,1
CARDS_COURTYARD_H_Sframe_1024.jpg,60,109,132,167,1
CARDS_COURTYARD_H_Sframe_1026.jpg,169,224,124,173,1
CARDS_COURTYARD_H_Sframe_1026.jpg,70,122,137,179,1
CARDS_COURTYARD_H_Sframe_1036.jpg,128,194,173,247,1
CARDS_COURTYARD_H_Sframe_1036.jpg,58,110,136,183,1
CARDS_COURTYARD_H_Sframe_1074.jpg,151,209,133,177,1
CARDS_COURTYARD_H_Sframe_1074.jpg,96,149,138,180,1
CARDS_COURTYARD_H_Sframe_1232.jpg,174,273,250,299,1
CARDS_COURTYARD_H_Sframe_1232.jpg,190,245,103,143,1
CARDS_COURTYARD_H_Sframe_1232.jpg,111,176,126,177,1
CARDS_COURTYARD_H_Sframe_1245.jpg,7,116,247,299,1
CARDS_COURTYARD_H_Sframe_1245.jpg,167,277,239,299,1
CARDS_COURTYARD_H_Sframe_1245.jpg,182,239,103,143,1
CARDS_COURTYARD_H_Sframe_1245.jpg,123,178,111,149,1
CARDS_COURTYARD_H_Sframe_1257.jpg,19,161,230,299,1
CARDS_COURTYARD_H_Sframe_1257.jpg,173,296,212,299,1
CARDS_COURTYARD_H_Sframe_1257.jpg,196,252,86,126,1
CARDS_COURTYARD_H_Sframe_1257.jpg,136,191,90,132,1
CARDS_COURTYARD_H_Sframe_1514.jpg,1,80,252,299,1
CARDS_COURTYARD_H_Sframe_1514.jpg,128,297,193,299,1
CARDS_COURTYARD_H_Sframe_1514.jpg,138,196,114,156,1
CARDS_COURTYARD_H_Sframe_1514.jpg,80,134,116,159,1
CARDS_COURTYARD_H_Sframe_1530.jpg,6,105,254,299,1
CARDS_COURTYARD_H_Sframe_1530.jpg,170,275,206,299,1
CARDS_COURTYARD_H_Sframe_1530.jpg,145,201,109,153,1
CARDS_COURTYARD_H_Sframe_1530.jpg,84,139,110,157,1
CARDS_COURTYARD_H_Sframe_1604.jpg,17,147,223,299,1
CARDS_COURTYARD_H_Sframe_1604.jpg,173,300,207,299,1
CARDS_COURTYARD_H_Sframe_1604.jpg,164,221,77,134,1
CARDS_COURTYARD_H_Sframe_1604.jpg,112,163,94,138,1
CARDS_COURTYARD_H_Sframe_1720.jpg,48,276,179,299,1
CARDS_COURTYARD_H_Sframe_1720.jpg,145,202,122,164,1
CARDS_COURTYARD_H_Sframe_1720.jpg,83,140,126,172,1
CARDS_COURTYARD_H_Sframe_1924.jpg,2,134,229,299,1
CARDS_COURTYARD_H_Sframe_1924.jpg,163,298,149,268,1
CARDS_COURTYARD_H_Sframe_1924.jpg,182,248,93,143,1
CARDS_COURTYARD_H_Sframe_1924.jpg,89,146,89,138,1
CARDS_COURTYARD_H_Sframe_2327.jpg,3,72,263,299,1
CARDS_COURTYARD_H_Sframe_2327.jpg,154,292,131,256,1
CARDS_COURTYARD_H_Sframe_2327.jpg,122,189,107,149,1
CARDS_COURTYARD_H_Sframe_2327.jpg,58,115,107,154,1
CARDS_COURTYARD_H_Sframe_2387.jpg,3,115,216,299,1
CARDS_COURTYARD_H_Sframe_2387.jpg,147,299,130,242,1
CARDS_COURTYARD_H_Sframe_2387.jpg,167,228,83,127,1
CARDS_COURTYARD_H_Sframe_2387.jpg,110,162,90,140,1
CARDS_COURTYARD_H_Sframe_2412.jpg,132,294,140,249,1
CARDS_COURTYARD_H_Sframe_2412.jpg,121,179,95,138,1
CARDS_COURTYARD_H_Sframe_2412.jpg,68,120,100,146,1
CARDS_COURTYARD_H_Sframe_2423.jpg,116,240,130,257,1
CARDS_COURTYARD_H_Sframe_2423.jpg,92,139,96,125,1
CARDS_COURTYARD_H_Sframe_2423.jpg,29,81,99,148,1
CARDS_COURTYARD_S_Hframe_0016.jpg,111,136,283,299,1
CARDS_COURTYARD_S_Hframe_0016.jpg,106,174,1,52,1
CARDS_COURTYARD_S_Hframe_0016.jpg,35,103,0,46,1
CARDS_COURTYARD_S_Hframe_0037.jpg,120,195,31,82,1
CARDS_COURTYARD_S_Hframe_0037.jpg,55,118,14,74,1
CARDS_COURTYARD_S_Hframe_0074.jpg,117,182,48,84,1
CARDS_COURTYARD_S_Hframe_0074.jpg,43,109,23,77,1
CARDS_COURTYARD_S_Hframe_0093.jpg,181,250,34,78,1
CARDS_COURTYARD_S_Hframe_0093.jpg,114,191,1,59,1
CARDS_COURTYARD_S_Hframe_0299.jpg,69,185,168,264,1
CARDS_COURTYARD_S_Hframe_0299.jpg,189,269,71,117,1
CARDS_COURTYARD_S_Hframe_0299.jpg,112,175,66,146,1
CARDS_COURTYARD_S_Hframe_0306.jpg,72,166,157,229,1
CARDS_COURTYARD_S_Hframe_0306.jpg,192,272,61,105,1
CARDS_COURTYARD_S_Hframe_0306.jpg,114,172,98,157,1
CARDS_COURTYARD_S_Hframe_0324.jpg,16,117,127,251,1
CARDS_COURTYARD_S_Hframe_0324.jpg,190,261,47,102,1
CARDS_COURTYARD_S_Hframe_0324.jpg,85,139,91,146,1
CARDS_COURTYARD_S_Hframe_0388.jpg,213,293,16,65,1
CARDS_COURTYARD_S_Hframe_0388.jpg,112,171,64,136,1
CARDS_COURTYARD_S_Hframe_0438.jpg,142,227,30,84,1
CARDS_COURTYARD_S_Hframe_0438.jpg,72,143,11,68,1
CARDS_COURTYARD_S_Hframe_0469.jpg,127,208,41,92,1
CARDS_COURTYARD_S_Hframe_0469.jpg,60,117,72,128,1
CARDS_COURTYARD_S_Hframe_0482.jpg,111,191,37,83,1
CARDS_COURTYARD_S_Hframe_0482.jpg,34,112,6,58,1
CARDS_COURTYARD_S_Hframe_0504.jpg,10,76,267,299,1
CARDS_COURTYARD_S_Hframe_0504.jpg,129,203,30,77,1
CARDS_COURTYARD_S_Hframe_0537.jpg,26,80,265,299,1
CARDS_COURTYARD_S_Hframe_0537.jpg,148,218,31,79,1
CARDS_COURTYARD_S_Hframe_0537.jpg,68,140,0,42,1
CARDS_COURTYARD_S_Hframe_0559.jpg,81,156,46,95,1
CARDS_COURTYARD_S_Hframe_0559.jpg,17,83,19,74,1
CARDS_COURTYARD_S_Hframe_0577.jpg,45,155,155,293,1
CARDS_COURTYARD_S_Hframe_0577.jpg,146,221,53,110,1
CARDS_COURTYARD_S_Hframe_0577.jpg,76,142,53,106,1
CARDS_COURTYARD_S_Hframe_0667.jpg,83,150,62,111,1
CARDS_COURTYARD_S_Hframe_0667.jpg,1,78,75,121,1
CARDS_COURTYARD_S_Hframe_0743.jpg,112,213,159,287,1
CARDS_COURTYARD_S_Hframe_0743.jpg,109,194,54,113,1
CARDS_COURTYARD_S_Hframe_0743.jpg,74,155,55,98,1
CARDS_COURTYARD_S_Hframe_0747.jpg,101,207,183,299,1
CARDS_COURTYARD_S_Hframe_0747.jpg,86,158,63,117,1
CARDS_COURTYARD_S_Hframe_0747.jpg,41,119,61,110,1
